"Nome Produto";"Nº Produto";"Produto Ativo";"Cód. Produto";Fabricante;"Categoria de Produto";Fornecedor;"Sub Categoria";"Cód. Fornecedor";Website;"Ficha do Produto";"Cód. Fabricante";"Plano de Contas";"Data Criação";"Criado Por";"Data Modificação";"Última Edição";"Comprimento (mm)";"Largura (mm)";"Espessura (mm)";"Preço Unitário";"Preço Custo";"Categoria de Impostos";"Comissão %";"Unidade Utilizada";"Qtd. Uni";"Qtd. Stock";"Nível Reabastecimento";Responsável;"Qtd. Última Compra";"Imagem Produto";Descrição;"Detalhe "
"Anel Prateado";PRO0186;1;;Imortalis;Joias;Vendors::::MaxiBiju;Anéis;;;;;;"10-03-2024 16:40:15";josep;"21-03-2024 21:52:46";josep;0;;;8.9;;;0;Each;1.00;1.000;0;josep;0;IMG_5872.jpeg;;
"Anel dourado tipo coroa";PRO0187;1;;Imortalis;Joias;Vendors::::MaxiBiju;Anéis;;;;;;"10-03-2024 16:40:52";josep;"05-12-2024 18:24:52";josep;0;;;9.9;;;0;Each;1.00;0.000;0;josep;0;IMG_5874.jpeg;;
"Anel dourado tipo perola verde";PRO0188;1;;Imortalis;Joias;Vendors::::MaxiBiju;Anéis;;;;;;"10-03-2024 16:41:07";josep;"21-03-2024 21:46:10";josep;0;;;9.9;;;0;Each;1.00;1.000;0;josep;0;IMG_5871.jpeg;;
"Pendente Desdobrável Branco";PRO0189;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"10-03-2024 16:41:31";josep;"04-01-2025 13:12:13";marcop;0;;;9.9;;;0;Each;1.00;5.000;0;josep;0;IMG_5865.jpeg,IMG_20250104_115910.jpg,IMG_20250104_115919.jpg;;
"Pendente Desdobrável c/Brilhante";PRO0190;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"10-03-2024 16:41:49";josep;"04-01-2025 13:05:05";marcop;0;;;9.9;;;0;Each;1.00;7.000;0;josep;0;IMG_5867.jpeg,IMG_20250104_115827.jpg,IMG_20250104_115836.jpg;;
"Pendente Flor Rotativo";PRO0191;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"10-03-2024 16:42:05";josep;"04-01-2025 13:04:37";marcop;0;;;8.9;;;0;Each;1.00;3.000;0;josep;0;IMG_5864.jpeg,IMG_20250104_120007_1.jpg,IMG_20250104_120007.jpg;;
"Pendente Flor Branca Rotativa";PRO0192;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"10-03-2024 16:42:18";josep;"04-01-2025 12:41:15";marcop;0;;;8.9;;;0;Each;1.00;2.000;0;josep;0;IMG_20250104_120044.jpg,IMG_20250104_120043.jpg;;
"Pendente trevo rotativo";PRO0193;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"10-03-2024 16:42:37";josep;"15-12-2025 18:14:59";marcop;0;;;8.9;;;0;Each;1.00;2.000;0;josep;0;IMG_20250104_115853.jpg;;
"Pendente chave rotativa";PRO0194;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"10-03-2024 16:42:50";josep;"15-12-2025 18:15:01";marcop;0;;;8.9;;;0;Each;1.00;1.000;0;josep;0;IMG_20250104_120029.jpg,IMG_20250104_120025.jpg;;
Alimentação;PRO0195;1;;"Fam Art";Outros;;Diversos;;;;;;"10-03-2024 18:05:11";josep;"10-03-2024 18:05:11";josep;0;;;;;;0;Each;1.00;1000000.000;0;josep;0;;;
"Anel perola branca";PRO0196;1;;Imortalis;Joias;Vendors::::MaxiBiju;Anéis;;;;;;"10-03-2024 18:35:26";josep;"01-04-2024 19:49:06";josep;0;;;13.9;;;0;Each;1.00;1.000;0;josep;0;IMG_5880.jpeg;;
"Anel 3 Argolas";PRO0197;1;;Imortalis;Joias;Vendors::::MaxiBiju;Anéis;;;;;;"10-03-2024 18:36:05";josep;"24-04-2024 20:30:34";anap;0;;;13.9;;;0;Each;1.00;'-1.000;0;josep;0;IMG_5881.jpeg;;
"Anel dourado com diamante";PRO0198;1;;Imortalis;Joias;Vendors::::MaxiBiju;Anéis;;;;;;"10-03-2024 18:36:20";josep;"01-04-2024 19:52:15";josep;0;;;11.9;;;0;Each;1.00;1.000;0;josep;0;IMG_5879.jpeg;;
"Anel dourado com retangulo";PRO0199;1;;Imortalis;Joias;Vendors::::MaxiBiju;Anéis;;;;;;"10-03-2024 18:36:31";josep;"01-04-2024 19:53:07";josep;0;;;11.9;;;0;Each;1.00;1.000;0;josep;0;IMG_5877.jpeg;;
"Anel dourado com dois ciculos";PRO0200;1;;Imortalis;Joias;Vendors::::MaxiBiju;Anéis;;;;;;"10-03-2024 18:36:55";josep;"01-04-2024 19:54:14";josep;0;;;11.9;;;0;Each;1.00;1.000;0;josep;0;IMG_5876.jpeg;;
"Anel dourado com oblongo";PRO0201;1;;Imortalis;Joias;Vendors::::MaxiBiju;Anéis;;;;;;"10-03-2024 18:37:09";josep;"04-12-2025 15:04:09";marcop;0;;;11.9;;;0;Each;1.00;0.000;0;josep;0;IMG_5875.jpeg;;
"Fio prateado fino";PRO0202;1;;Imortalis;Joias;;Colares;;;;;;"10-03-2024 19:08:01";josep;"18-03-2026 19:14:30";marcop;0;;;6.9;;;0;Each;1.00;'-1.000;0;josep;0;;;
"Fio prateado grosso";PRO0203;1;;Imortalis;Joias;;Colares;;;;;;"10-03-2024 19:08:12";josep;"28-03-2024 15:26:32";marcop;0;;;7.9;;;0;Each;1.00;8.000;0;josep;0;;;
"Brincos redondos Dourados";PRO0204;1;;Imortalis;Joias;;Brincos;;;;;;"10-03-2024 19:08:34";josep;"23-12-2025 14:18:58";josep;0;;;7.9;;;0;Each;1.00;1.000;0;josep;0;;;
"Brincos brilhantes compridos";PRO0205;1;;Imortalis;Joias;;Brincos;;;;;;"10-03-2024 19:08:48";josep;"21-03-2024 20:14:14";marcop;0;;;7.9;;;0;Each;1.00;3.000;0;josep;0;;;
"Brincos hexagonos";PRO0206;1;;Imortalis;Joias;;Brincos;;;;;;"10-03-2024 19:08:58";josep;"21-03-2024 20:16:22";marcop;0;;;12.9;;;0;Each;1.00;3.000;0;josep;0;;;
"Brincos argolas grandes";PRO0207;1;;Imortalis;Joias;;Brincos;;;;;;"10-03-2024 19:09:09";josep;"30-04-2025 18:06:09";marcop;0;;;9.9;;;0;Each;1.00;2.000;0;josep;0;;;
"Brincos retangulares";PRO0208;1;;Imortalis;Joias;;Brincos;;;;;;"10-03-2024 19:09:19";josep;"01-04-2024 19:45:10";josep;0;;;14.9;;;0;Each;1.00;1.000;0;josep;0;image.jpg;;
"Brincos argolas grossas";PRO0209;1;;Imortalis;Joias;;Brincos;;;;;;"10-03-2024 19:09:31";josep;"10-08-2024 11:28:32";marcop;0;;;15.9;;;0;Each;1.00;3.000;0;josep;0;;;
"Brincos 3 flores grossas";PRO0210;1;;Imortalis;Joias;;Brincos;;;;;;"10-03-2024 19:09:46";josep;"21-03-2024 20:19:44";marcop;0;;;13.9;;;0;Each;1.00;1.000;0;josep;0;;;
"Brincos 3 flores finas";PRO0211;1;;Imortalis;Joias;;Brincos;;;;;;"10-03-2024 19:09:54";josep;"21-03-2024 20:20:04";marcop;0;;;13.9;;;0;Each;1.00;2.000;0;josep;0;;;
"Fio dourado grosso";PRO0212;1;;Imortalis;Joias;;Colares;;;;;;"10-03-2024 19:10:10";josep;"28-03-2024 15:26:25";marcop;0;;;7.9;;;0;Each;1.00;8.000;0;josep;0;;;
"Fio dourado fino";PRO0213;1;;Imortalis;Joias;;Colares;;;;;;"10-03-2024 19:10:22";josep;"25-02-2026 10:19:17";marcop;0;;;6.9;;;0;Each;1.00;'-12.000;0;josep;0;;;
"caixas plastico";PRO0214;1;;Imortalis;Outros;;Diversos;;;;;;"10-03-2024 19:17:27";josep;"14-03-2024 15:44:48";marcop;0;;;;;;0;Each;1.00;5.000;0;josep;0;;;
"Garrafas inox whisky";PRO0215;1;;"Fam Art";Outros;"Vendors::::Keep's Paper";Diversos;;;;;;"10-03-2024 19:28:47";josep;"16-05-2024 23:46:57";marcop;0;;;13;4.85;;0;Each;1.00;4.000;0;josep;0;Captura-de-ecr__-2024-04-05-105652.png;;
"Saco papel preto 26x11x24";PRO0216;1;;"Fam Art";Outros;"Vendors::::Keep's Paper";Diversos;;;;;;"10-03-2024 19:30:04";josep;"14-03-2024 15:45:22";marcop;0;;;;0.27;;0;Each;1.00;292.000;0;josep;0;;;
"bobine Fita Diam 10mm x 250m";PRO0217;1;;"Fam Art";Outros;"Vendors::::Keep's Paper";Diversos;;;;;;"10-03-2024 19:30:47";josep;"14-03-2024 15:45:44";marcop;0;;;;2.7;;0;Each;1.00;1.000;0;josep;0;;;
"Isqueiro Inox";PRO0218;1;;"Fam Art";Outros;;Diversos;;;;;;"10-03-2024 19:38:36";josep;"18-04-2025 17:59:04";marcop;0;;;8;2.4;;0;Each;1.00;0.000;0;josep;0;Captura-de-ecr__-2024-04-05-110234.png;;
"Isqueiro Preto Inox";PRO0219;1;;"Fam Art";Outros;"Vendors::::Keep's Paper";Diversos;;;;;;"10-03-2024 19:39:31";josep;"14-03-2024 15:46:24";marcop;0;;;;2.6;;0;Each;1.00;2.000;0;josep;0;;;
"Caneta 23.181";PRO0220;1;;"Fam Art";"Para Profissionais";"Vendors::::Keep's Paper";Canetas;;;;;;"10-03-2024 19:39:57";josep;"18-04-2025 18:26:08";marcop;0;;;;1.05;;0;Each;1.00;1.000;0;josep;0;;;
"Bloco/Agenda A5 c/ cortiça ao centro e linho";PRO0221;1;;"Fam Art";Outros;"Vendors::::Keep's Paper";Diversos;;;;;;"10-03-2024 19:40:23";josep;"16-05-2024 21:48:35";josep;0;;;10;3.63;;0;Each;1.00;3.000;0;josep;0;;;
"Bloco de Notas Brastel c/ caneta";PRO0222;1;;"Fam Art";Outros;"Vendors::::Keep's Paper";Diversos;;;;PP6547;;"10-03-2024 19:40:42";josep;"18-07-2024 12:09:05";marcop;0;;;11;3.81;;0;Each;1.00;54.000;0;josep;0;1715966423487471575907405237301.jpg;;
"Sacos grandes";PRO0223;1;;"Fam Art";Outros;"Vendors::::Keep's Paper";Diversos;;;;;;"10-03-2024 19:41:11";josep;"14-03-2024 15:45:31";marcop;0;;;;0.48;;0;Each;0.00;64.000;0;josep;0;;;
"Imans APAEL";PRO0224;1;;"Fam Art";"Eventos Diversos";;"Dia Do Pai";;;;;;"12-03-2024 17:31:12";marcop;"12-03-2024 17:31:33";marcop;0;;;0.65;;;0;Each;1.00;998236.000;0;marcop;0;;;
"Iman Pai Nosso";PRO0225;1;;"Fam Art";"Cerimonias Religiosas";;Diversos;;;;;;"12-03-2024 22:43:13";marcop;"12-03-2024 22:44:15";marcop;100;100;;1.9;;;0;Each;1.00;999926.000;0;admin;0;WhatsApp-Image-2024-03-12-at-22.15.58.jpeg;;"Vários modelos e cores disponiveis"
"Caça Sonhos 150mm";PRO0226;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;"Caça Sonhos Pingo de Cera";;"13-03-2024 22:09:57";marcop;"08-10-2025 10:24:59";marcop;150;150;;2;;;0;Each;1.00;999993.000;0;marcop;0;Imagem-WhatsApp-2024-03-12-__s-10.48.34_f48fcbf7.jpg;;
Troféu;PRO0227;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"15-03-2024 11:49:20";marcop;"04-03-2026 19:00:07";marcop;0;;;30;;;0;Each;1.00;999989.000;0;marcop;0;Imagem-WhatsApp-2024-03-15-__s-15.00.11_d5f0a47c.jpg;;
"Dia do Pai Hotel Bienestar";PRO0228;1;;"Fam Art";Outros;;"Porta Chaves";;;;;;"18-03-2024 13:45:16";marcop;"18-03-2024 13:45:39";marcop;0;;;0.7;;;0;Each;1.00;999860.000;0;marcop;0;Captura-de-ecr__-2024-03-18-134232.png;;
"Pedido Padrinhos Pe Pingo de Cera";PRO0229;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"18-03-2024 14:13:53";marcop;"14-06-2024 11:20:40";marcop;0;;;5;;;0;Each;1.00;999996.000;0;marcop;0;Captura-de-ecr__-2024-03-18-141332.png;;
"Lembrança Núcleo de Cambeses";PRO0230;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"18-03-2024 14:30:36";marcop;"30-03-2024 12:16:11";josep;0;;;2.75;;;0;Each;1.00;999900.000;0;marcop;0;_INS7441.jpg;;
"Placas identificação Ouro / Prata";PRO0231;1;;"Fam Art";Outros;;Decoração;;;;;;"19-03-2024 11:57:47";marcop;"19-03-2024 11:58:04";marcop;0;;;1.1;;;0;Each;1.00;999974.000;0;marcop;0;;;
"Cálice 1 comunhão";PRO0232;1;;"Fam Art";"Cerimonias Religiosas";;"1* Comunhão";;;;;;"20-03-2024 19:05:36";marcop;"20-03-2024 19:05:36";marcop;0;;;0.65;;;0;Each;1.00;999980.000;0;marcop;0;Captura-de-ecr__-2024-03-20-190039.png;;
Formações;PRO0233;1;;"Fam Art";Outros;;Diversos;;;;;;"20-03-2024 19:14:02";josep;"20-03-2024 19:16:06";josep;0;;;;;;0;Each;1.00;1000000.000;0;josep;0;;;
"Estante Lidl";PRO0234;1;;"Fam Art";Outros;;Diversos;;;;;;"20-03-2024 19:30:34";josep;"20-03-2024 19:31:16";josep;0;;;;;;0;Each;1.00;1000000.000;0;josep;0;;;
"Convite Padrinhos - Circular casamento";PRO0235;1;;"Fam Art";Casamentos;;"Convites Padrinhos";;;;;;"20-03-2024 23:55:55";marcop;"13-06-2024 14:24:06";josep;120;120;;16;;;0;Each;1.00;999995.000;0;marcop;0;Captura-de-ecr__-2024-03-20-235524.png;;
"Chapa alumínio Fna";PRO0236;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"21-03-2024 23:27:48";marcop;"23-05-2026 17:30:31";marcop;0;;;0.8;;;0;Each;1.00;999980.000;0;admin;0;Captura-de-ecr__-2024-03-21-232725.png;;
"Pendente Coração Prata";PRO0237;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"24-03-2024 16:00:30";marcop;"04-01-2025 12:31:35";marcop;0;;;4.9;;;0;Each;1.00;9.000;0;josep;0;17112960899483205398881134390103.jpg,IMG_20250104_114712.jpg,IMG_20250104_114717.jpg;;
"Livro de Honra";PRO0238;1;;"Fam Art";Batizados;;"Livro de Honra";;;;;;"27-03-2024 10:39:47";marcop;"08-08-2025 11:33:02";marcop;0;;;16;;;0;Each;1.00;999993.000;0;marcop;0;Captura-de-ecr__-2024-03-27-103923.png;;
"Pomba Cerimonia Pingo de Cera";PRO0239;1;;"Fam Art";"Cerimonias Religiosas";;"1* Comunhão";;;;;;"27-03-2024 15:31:15";marcop;"27-03-2024 15:31:34";marcop;60;60;;0.46;;;0;Each;1.00;999758.000;0;marcop;0;Imagem-WhatsApp-2024-03-26-__s-17.40.59_8a343268.jpg;;
"Registo da marca";PRO0240;1;;"Fam Art";Outros;;Diversos;;;;;;"29-03-2024 10:30:22";marcop;"29-03-2024 10:30:22";marcop;0;;;;;;0;Each;1.00;1000001.000;0;marcop;0;;;
"Porta Chaves FNA Braga - Base Regional de Formação";PRO0241;1;;"Fam Art";Outros;;"Porta Chaves";;;;;;"29-03-2024 15:21:50";josep;"29-03-2024 17:26:04";marcop;0;;;0.5;;;0;Each;1.00;999919.000;0;josep;0;8a94700b-e13c-4b83-a4b8-1814da4b186b.jpeg;;
"Puzzle 2 peças";PRO0242;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"30-03-2024 17:19:14";marcop;"30-03-2024 17:19:34";marcop;100;50;4;1.5;;;0;Each;1.00;999949.000;0;marcop;0;Captura-de-ecr__-2024-03-30-171629.png;;
"Natureza Comum";PRO0243;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"02-04-2024 16:22:53";marcop;"23-05-2026 17:30:13";marcop;0;;;0.8;;;0;Each;1.00;999840.000;0;marcop;0;Captura-de-ecr__-2024-04-02-162234.png;;
"Pulseira c/ 1 Trevo Branco";PRO0244;1;;Imortalis;Joias;;Pulseiras;;;;;;"02-04-2024 18:50:30";marcop;"02-04-2024 19:15:12";marcop;0;;;8.99;;;0;Each;1.00;7.000;0;admin;0;;;
"Pulseira c/ 1 Trevo Preto";PRO0245;1;;Imortalis;Joias;;Pulseiras;;;;;;"02-04-2024 18:50:47";marcop;"02-04-2024 19:15:01";marcop;0;;;8.99;;;0;Each;1.00;5.000;0;admin;0;;;
"Brincos Trevo Preto";PRO0246;1;;Imortalis;Joias;;Brincos;;;;;;"02-04-2024 18:54:21";marcop;"04-12-2025 15:04:02";marcop;0;;;10.99;;;0;Each;1.00;3.000;0;admin;0;;;
"Colar c/ 5 trevos preto";PRO0247;1;;Imortalis;Joias;;Colares;;;;;;"02-04-2024 18:59:41";marcop;"04-12-2025 15:04:07";marcop;0;;;9.99;;;0;Each;1.00;3.000;0;admin;0;IMG_20240906_190336.jpg;;
"Colar c/ 5 trevo branco";PRO0248;1;;Imortalis;Joias;;Colares;;;;;;"02-04-2024 19:01:34";marcop;"03-10-2025 17:26:36";marcop;0;;;9.99;;;0;Each;1.00;2.000;0;admin;0;IMG_20240906_190435.jpg;;
"Botão Punho";PRO0249;1;;Imortalis;Joias;;Acessórios;;;;;;"02-04-2024 19:12:57";marcop;"14-06-2024 09:26:02";marcop;0;;;12;;;0;Each;1.00;1.000;0;marcop;0;;;
"Colar duplo p/ gravação dourado";PRO0250;1;;Imortalis;Joias;;Colares;;;;;;"02-04-2024 19:18:19";marcop;"04-01-2025 11:42:53";marcop;0;;;14;;;0;Each;1.00;5.000;0;marcop;0;IMG_20250104_114154_1.jpg;;
"Conjunto 12 Aneis";PRO0251;1;;Imortalis;Joias;;Anéis;;;;;;"02-04-2024 19:19:56";marcop;"02-04-2024 19:42:37";marcop;0;;;15;;;0;Each;1.00;'-1.000;0;marcop;0;;;
"Argola porta chaves s/ corrente";PRO0252;1;;"Fam Art";"Matéria Prima";;Diversos;;;;;;"02-04-2024 19:47:12";marcop;"02-04-2024 19:47:12";marcop;0;;;0.12;;;0;Each;1.00;200.000;0;marcop;0;;;
"Argola porta chaves c/ corrente";PRO0253;1;;"Fam Art";"Matéria Prima";;Diversos;;;;;;"02-04-2024 19:47:31";marcop;"02-04-2024 19:47:31";marcop;0;;;0.12;;;0;Each;1.00;202.000;0;marcop;0;;;
Iman;PRO0254;1;;"Fam Art";"Matéria Prima";;Iman;;;;;;"02-04-2024 19:49:03";marcop;"02-04-2024 19:49:03";marcop;0;;;0.07;;;0;Each;1.00;500.000;0;marcop;0;;;
"Garrafa Adbel";PRO0255;1;;"Fam Art";Bebidas;Vendors::::Makito;Garrafas;1760;;;;;"02-04-2024 21:59:13";marcop;"18-03-2026 19:42:28";marcop;0;;;11.9;;;0;Each;1.00;5.000;0;marcop;0;Captura-de-ecr__-2024-04-02-215851.png;;
"Copo Térmico Rosa Gold";PRO0256;1;;"Fam Art";Bebidas;"Vendors::::Mais Brindes";Copos;PP51367;;;;;"02-04-2024 22:00:41";marcop;"09-11-2024 00:37:36";marcop;0;;;15.5;;;0;Each;1.00;3.000;0;marcop;0;Captura-de-ecr__-2024-04-02-215938.png;;
"Agua Destilada";PRO0257;1;;"Fam Art";Outros;;Diversos;;;;;;"06-04-2024 15:15:23";josep;"06-04-2024 15:17:10";josep;0;;;;;;0;Each;1.00;4.000;0;josep;0;;;
"Saco Preto 15.5x12x5cm";PRO0258;1;;Imortalis;Outros;"Vendors::::Happy Store";Diversos;;;;;;"06-04-2024 16:58:45";josep;"06-04-2024 17:07:10";josep;0;;;;0.375;;0;Each;1.00;8.000;0;josep;0;;;
"Saco Preto 18x8x24cm";PRO0259;1;;"Fam Art";Outros;"Vendors::::Happy Store";Diversos;;;;;;"06-04-2024 16:59:32";josep;"06-04-2024 16:59:32";josep;0;;;;0.35;;0;Each;1.00;16.000;0;josep;0;;;
"Argolas p/porta-chaves 1x7 30g";PRO0260;1;;"Fam Art";Outros;"Vendors::::Happy Store";Diversos;;;;;;"06-04-2024 17:00:09";josep;"06-04-2024 17:00:09";josep;0;;;;0.35;;0;Each;1.00;2.000;0;josep;0;;;
"Jogo Pingo de Cera";PRO0261;1;;"Fam Art";Outros;;Diversos;;;;;;"11-04-2024 16:12:47";marcop;"11-04-2024 16:13:13";marcop;0;;;0.74;;;0;Each;1.00;999999.000;0;marcop;0;Imagem-WhatsApp-2024-04-11-__s-14.33.01_e9dc7853.jpg;;
"Convite Padrinhos - Pé";PRO0262;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"13-04-2024 15:29:09";marcop;"05-12-2025 18:38:39";marcop;0;;;12;;;0;Each;1.00;999985.000;0;marcop;0;Captura-de-ecr__-2024-04-13-153110.png;;
"Porta chaves Cerzedelo";PRO0263;1;;"Fam Art";Outros;;"Porta Chaves";;;;;;"18-04-2024 15:22:02";marcop;"18-04-2024 15:22:13";marcop;0;;;0.47;;;0;Each;1.00;999890.000;0;marcop;0;;;
"Arco 270mm";PRO0264;1;;"Fam Art";Outros;;"Gravação / Corte";;;;"ne do crochê";;"18-04-2024 17:19:43";marcop;"18-04-2024 17:20:21";marcop;250;250;3;4;;;0;Each;1.00;999992.000;0;marcop;0;;;
"Placa Porta Alianças";PRO0265;1;;"Fam Art";Outros;;Diversos;;;;;;"18-04-2024 17:23:59";marcop;"08-10-2025 10:25:49";marcop;0;;;5;;;0;Each;1.00;999996.000;0;marcop;0;;;
"Lembrança Guias";PRO0266;1;;"Fam Art";Casamentos;;Lembranças;;;;;;"18-04-2024 17:25:02";marcop;"18-04-2024 17:26:11";marcop;0;;;3.4;;;0;Each;1.00;999960.000;0;marcop;0;;;
"Placa Entrada Igreja";PRO0267;1;;"Fam Art";Casamentos;;Lembranças;;;;;;"18-04-2024 17:25:21";marcop;"18-04-2024 17:25:51";marcop;0;;;20;;;0;Each;1.00;999998.000;0;marcop;0;;;
"Compressor SAU 200LT";PRO0268;1;;"Fam Art";Outros;;Diversos;;;;;;"18-04-2024 18:28:40";josep;"19-04-2024 10:39:48";marcop;0;;;;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6103.jpeg;;
"Choupo 4mm";PRO0269;1;;"Fam Art";"Matéria Prima";;Madeira;;;;;;"18-04-2024 18:39:17";josep;"18-04-2024 18:39:17";josep;2520;1850;4;;;;0;Each;1.00;1000005.000;0;josep;0;;;
Publicitários;PRO0270;1;;"Fam Art";Outros;;Diversos;;;;;;"18-04-2024 18:55:41";josep;"18-04-2024 18:55:41";josep;0;;;;;;0;Each;1.00;1000000.000;0;josep;0;;;
"Fio Fino";PRO0271;1;;Imortalis;Joias;;Colares;;;;;;"22-04-2024 20:33:34";josep;"22-04-2024 20:33:59";josep;0;;;;;;0;Each;1.00;999997.000;0;josep;0;;;
"Coração Identificação Lugar";PRO0272;1;;"Fam Art";Casamentos;;"Marcadores de Mesa";;;;;;"29-04-2024 15:02:35";marcop;"29-04-2024 15:02:54";marcop;0;;;0.8;;;0;Each;1.00;999820.000;0;marcop;0;Captura-de-ecr__-2024-04-29-150016.png;;
"Topo Bolo Primeira Comunhão";PRO0273;1;;"Fam Art";"Cerimonias Religiosas";;"1* Comunhão";;;;;;"29-04-2024 19:00:34";josep;"14-05-2024 21:21:24";josep;0;;;10;;;0;Each;1.00;999997.000;0;josep;0;IMG_6279.jpeg;;
YOYO;PRO0274;1;;"Fam Art";Outros;;Diversos;;;;;;"30-04-2024 19:02:53";marcop;"03-03-2026 20:01:58";marcop;0;;;1.5;0.4;;0;Each;1.00;224.000;0;marcop;0;Captura-de-ecr__-2024-04-30-190136.png;;
"Saco 16,5 x 22 x 7 cm kraft";PRO0275;1;;"Fam Art";Outros;"Vendors::::360 Imprimir";Diversos;;;;;;"30-04-2024 19:17:20";marcop;"30-04-2024 19:17:20";marcop;0;;;;;;0;Each;1.00;250.000;0;josep;0;;;
"Saco 35 x 44 x 16 cm kraft";PRO0276;1;;"Fam Art";Outros;"Vendors::::360 Imprimir";Diversos;;;;;;"30-04-2024 19:18:23";marcop;"30-04-2024 19:18:23";marcop;0;;;;;;0;Each;1.00;100.000;0;josep;0;;;
"Saco 24 x 32 x 11 cm kraft";PRO0277;1;;"Fam Art";Outros;"Vendors::::360 Imprimir";Diversos;;;;;;"30-04-2024 19:18:53";marcop;"30-04-2024 19:18:53";marcop;0;;;;;;0;Each;1.00;100.000;0;josep;0;;;
"Feira Sermama";PRO0278;1;;"Fam Art";Outros;;Anuncios;;;;;;"30-04-2024 19:24:16";marcop;"30-04-2024 19:24:16";marcop;0;;;307.5;;;0;Each;1.00;1.000;0;marcop;0;;;
"Caixa Batismo XL";PRO0279;1;;"Fam Art";Batizados;;Caixas;;;;;;"01-05-2024 15:16:48";marcop;"21-04-2026 10:53:31";marcop;0;;;42;;;0;Each;1.00;999994.000;0;marcop;0;Captura-de-ecr__-2024-05-01-151900.png;;
"Tapete Meia Lua";PRO0280;1;;"Fam Art";Outros;;Decoração;;;;;;"02-05-2024 14:09:07";marcop;"20-05-2025 21:00:25";josep;0;;;18;;;0;Each;1.00;2.000;0;marcop;0;Captura-de-ecr__-2024-05-02-140837.png;;
"Placa Identificação Multicor 3010";PRO0281;1;;"Fam Art";Outros;;Decoração;;;;;;"04-05-2024 14:17:26";marcop;"04-05-2024 14:25:43";marcop;300;100;;12;;;0;Each;1.00;999996.000;0;marcop;0;IMG_20240504_141651.jpg;;
"Logotipo Acrílico 600";PRO0282;1;;"Fam Art";Outros;;Decoração;;;;;;"04-05-2024 14:24:51";marcop;"04-05-2024 14:24:51";marcop;0;;;;;;0;Each;1.00;999999.000;0;marcop;0;;;
"Porta Alianças Coração";PRO0283;1;;"Fam Art";Casamentos;;"Porta Alianças";;;;;;"08-05-2024 22:10:37";marcop;"23-12-2025 11:26:19";marcop;200;200;;16;;;0;Each;1.00;999998.000;0;marcop;0;IMG_20240511_144430.jpg;;
"Alcool Isopropilico";PRO0284;1;;"Fam Art";"Matéria Prima";;Diversos;;;;;;"09-05-2024 19:52:28";marcop;"09-05-2024 19:52:28";marcop;0;;;4.67;;;0;Each;1.00;1000000.000;0;marcop;0;;;
"Oleo Compressor 1L";PRO0285;1;;"Fam Art";"Matéria Prima";;Diversos;;;;;;"09-05-2024 19:52:53";marcop;"09-05-2024 19:52:53";marcop;0;;;6.56;;;0;Each;1.00;1000000.000;0;marcop;0;;;
"Spray Tinta Rosa";PRO0286;1;;"Fam Art";"Matéria Prima";;Diversos;;;;;;"09-05-2024 19:53:37";marcop;"09-05-2024 19:55:32";marcop;0;;;8.79;9;;0;Each;1.00;1000000.000;0;marcop;0;;;
"Spray Tinta Azul Celeste";PRO0287;1;;"Fam Art";"Matéria Prima";;Diversos;;;;;;"09-05-2024 19:54:11";marcop;"09-05-2024 19:54:11";marcop;0;;;9.49;;;0;Each;1.00;1000000.000;0;marcop;0;;;
"Spray Tinta Aqua";PRO0288;1;;"Fam Art";"Matéria Prima";;Diversos;;;;;;"09-05-2024 19:54:46";marcop;"09-05-2024 19:54:46";marcop;0;;;8.79;;;0;Each;1.00;1000000.000;0;marcop;0;;;
"Jogo da Memoria ""Animais da Quinta""";PRO0289;1;;"Fam Art";Jogos;;Memoria;;;;;;"11-05-2024 13:33:07";marcop;"30-09-2024 19:35:55";marcop;0;;;20;;;0;Each;1.00;4.000;0;marcop;0;IMG_20240511_140304.jpg;;
"Jogo da Memoria ""Animais da Selva""";PRO0290;1;;"Fam Art";Jogos;;Memoria;;;;;;"11-05-2024 13:33:33";marcop;"09-12-2024 11:24:22";marcop;0;;;20;;;0;Each;1.00;2.000;0;marcop;0;IMG_20240511_140144.jpg;;
